created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Wed Nov 15 22:20:51 +0000 2023;1724915391573663772;"@zy_zy_its_me @NamoAryatara @adri_7i Lhaaaa, orang pertama anies, orang kedua cak imin, orang ketiga ya prabowo kalo diitung dari kiri.";0;0;0;1;in;169617697;1724622980653932873;martinus_pri;https://twitter.com/martinus_pri/status/1724915391573663772
Wed Nov 15 22:19:22 +0000 2023;1724915018683371890;"@yaniarsim Memang cerdas koalisi perubahan, menyandingkan Anies cak Imin, sampai Paslon lain nyebut nyebut Amin😀";0;0;0;1;in;1304964486063742976;1724654327950921906;Kawulo79;https://twitter.com/Kawulo79/status/1724915018683371890
Wed Nov 15 22:16:50 +0000 2023;1724914380519903695;"Anis dan cak imin Satu putaran, pemimpin yang Berjiwa kepemimpinan  #AMINNomor1Juara1 #AniesMuhaimin2024  @cakimiNOW @DPP_PKB https://t.co/c7uDeiXVae";0;0;0;0;in;1038447628638277632;1724914380519903695;nut809;https://twitter.com/nut809/status/1724914380519903695
Wed Nov 15 22:13:19 +0000 2023;1724913497786716449;"@Dennysiregar7 Sepertinya pasangan prabowo gibran Dan anis cak imin yng masuk putarAn kedua .  Ganjar mahfud tumbang Di putarAn satu";0;1;0;4;in;1230791890603102208;1724828178504654882;dhezoyoben;https://twitter.com/dhezoyoben/status/1724913497786716449
Wed Nov 15 22:07:40 +0000 2023;1724912074520957283;"@5lamate @pandji Tinggal pancing emosinya di debat. Kayak dulu Jusuf Kalla mancing dia. Cak Imin bisa lah 😁";0;0;0;0;in;1606101187488776192;1724642637410451708;rachardiana_ayu;https://twitter.com/rachardiana_ayu/status/1724912074520957283
Wed Nov 15 21:46:45 +0000 2023;1724906811713798378;"@Hasbil_Lbs Dia ga nyadar, kalau yg suka teriak teriak dia sendiri dan kubunya. Poling paling tinggi saja berisik apalagi poling paling rendah. Buat pendukung anies dan cak imin apapun hasil poling nya ga perduli yang penting pas hari pencolosan tetap pilih no 1 pasangan Amin";0;1;1;28;in;891444866311348224;1724808658733957249;batawist;https://twitter.com/batawist/status/1724906811713798378
Wed Nov 15 21:35:23 +0000 2023;1724903951664025788;"@spacerocc Downgradenya terlalu besar sih kalau salah milih wakil.  Imo, cak Imin kurang bisa dipercaya, karena mudah membuat janji meski blm tentu bisa terwujud dan gak jelas apa manfaatnya. Selain itu ada konflik dgn keluarga gus Dur  Entah ini keputusannya sendiri atau karena disetir (0)";0;1;0;0;in;1572796034;1724799505281999073;shiraivai7;https://twitter.com/shiraivai7/status/1724903951664025788
Wed Nov 15 21:27:00 +0000 2023;1724901842130436376;"@voiceofpkb @aniesbaswedan @cakimiNOW Karena Cakimin yang memiliki segudang prestasi dan pengalaman";0;0;0;0;in;1273708159400476672;1724758289324654780;robal81;https://twitter.com/robal81/status/1724901842130436376
Wed Nov 15 21:24:37 +0000 2023;1724901238997909829;"@voiceofpkb @aniesbaswedan @cakimiNOW Mantab Cakimin ide dan gagasan serta pencerahannya 👍";0;0;0;0;in;1273708159400476672;1724757090315739179;robal81;https://twitter.com/robal81/status/1724901238997909829
Wed Nov 15 21:18:17 +0000 2023;1724899645300858920;"@nahdiyinbersatu @aniesbaswedan @cakimiNOW @KPU_ID Mantab Cakimin 👍";0;0;0;0;in;1273708159400476672;1724751210408972389;robal81;https://twitter.com/robal81/status/1724899645300858920
Wed Nov 15 21:03:22 +0000 2023;1724895894028550512;"@cakimiNOW Saya sangat kecewa, golput ae lh!! Ternyata dugaan saya mungkin benar bahwa masukny cak imin, adalah bentuk tim menuju kalah.";0;1;0;0;in;2217911845;1724835658542489997;latifah_2412;https://twitter.com/latifah_2412/status/1724895894028550512
Wed Nov 15 20:59:57 +0000 2023;1724895033068003561;"@DPP_PKB @cakimiNOW @aniesbaswedan Wapres yang cerdas dan berkarakter ...Mantap Cak Imin";0;0;0;0;in;1697962850214641664;1724746192821850207;caimin_ode;https://twitter.com/caimin_ode/status/1724895033068003561
Wed Nov 15 20:58:21 +0000 2023;1724894628946887020;"@DPP_PKB @cakimiNOW @aniesbaswedan Pesan politik cak imin semalam di KPU";0;0;0;0;in;1623830569422565376;1724746192821850207;elsirazih_15;https://twitter.com/elsirazih_15/status/1724894628946887020
Wed Nov 15 20:52:56 +0000 2023;1724893269036060715;"@ainunnajib @BosPurwa @cakimiNOW Not gonna lie, meskipun sejak dulu sampe skrg saya anti Cak Imin, tapi tata kalimat, substansi redaksi, dan penyampaian pidatonya patut diacungi jempol.  Nice. Tapi saya tetep anti, maaf ya Cak,";0;3;0;1;in;1052213803428012032;1724569146854113457;abihrv;https://twitter.com/abihrv/status/1724893269036060715
Wed Nov 15 20:49:38 +0000 2023;1724892436357660797;"@fahmifaham @ainunnajib @BosPurwa @cakimiNOW Ada NU di semua pasangan. Adil 🤣 Cak Imin di nomor 1 Habib Luthfi di nomor 2 Mahfud MD di nomor 3";0;0;0;0;in;76499640;1724569146854113457;aufalahdy;https://twitter.com/aufalahdy/status/1724892436357660797
Wed Nov 15 20:45:09 +0000 2023;1724891309490733324;"Ternyata Ini Alasan Anies Minta Cak Imin yang Sambutan Usai Pencabutan Nomor Urut di KPU https://t.co/osFqJ22GE3";0;0;0;1;in;2263677272;1724891309490733324;fendi_tungkal;https://twitter.com/fendi_tungkal/status/1724891309490733324
Wed Nov 15 20:44:32 +0000 2023;1724891152028205075;"@PartaiSocmed Saya dukung kelean anies-imin tapi saya mesti akui, cak imin ini kebanyakan ngomong!!!! Bisa ga sih tu mulut direm biar kaga sembarang ucapin yang ga perlu atau bahkan yang sudah direalisasikan?????";0;1;0;0;in;1567522373854986240;1724665738676580747;DenyNurdin3;https://twitter.com/DenyNurdin3/status/1724891152028205075
Wed Nov 15 19:57:52 +0000 2023;1724879409143013559;"@cakimiNOW Banyak komen2 yg negatif dan terkesan kecewa dr pendukung AMIN setelah melihat postingan Cak Imin nonton coldplay.....";0;4;0;1;in;1607325099241373696;1724835658542489997;NNurdasrudin;https://twitter.com/NNurdasrudin/status/1724879409143013559
Wed Nov 15 19:46:58 +0000 2023;1724876666411880659;"@tvOneNews Cak Imin emang cocok dipasangkan dgn Anies, ngobral janji, klu yg miskin jd kaya terus yg kaya dijadikan apa..? 🤣";0;0;0;0;in;2766184948;1724663850472272261;guidottiamoy;https://twitter.com/guidottiamoy/status/1724876666411880659
Wed Nov 15 19:17:08 +0000 2023;1724869158045917362;"@AniparBens16209 @GibraltarNc Primordialnya siapa om? Itu paman ny cak imin ato gmna?";0;0;0;0;in;1039378905847672833;1724621590997197245;Marjuki24980079;https://twitter.com/Marjuki24980079/status/1724869158045917362
Wed Nov 15 19:15:44 +0000 2023;1724868807985168542;"@cakimiNOW @dopio999_   cak Imin nonton...  jgn bacot oman amin loe";0;0;0;0;in;1696937867082346500;1724833986994999722;LoveJune123;https://twitter.com/LoveJune123/status/1724868807985168542
Wed Nov 15 19:14:57 +0000 2023;1724868609615462718;"@BosPurwa Menurunkan level capres lainnya, sekaligus menaikan level cak imin! Cak Imin adalah cawapres di level capres.";0;0;0;0;in;472902460;1724722502520459614;McUncu;https://twitter.com/McUncu/status/1724868609615462718
Wed Nov 15 19:04:39 +0000 2023;1724866017070047441;"👀👀 cak imin nonton coldplay. 😁😁";0;0;0;0;en;1594274770568482816;1724866017070047441;rakyatbiasa33;https://twitter.com/rakyatbiasa33/status/1724866017070047441
Wed Nov 15 19:01:03 +0000 2023;1724865110118899955;"@RagilSemar @InKurtUtero Biar aja cak imin bilang apa..yg kami lihat anies....🤭🤭🤭🤭";0;0;0;0;in;1605189327533002752;1724777874434167097;Didit3Ahmadi;https://twitter.com/Didit3Ahmadi/status/1724865110118899955
Wed Nov 15 19:00:03 +0000 2023;1724864857009434955;"@RagilSemar Maksud cak imin, vokalis nya yg ini mas bagong 😁😁 https://t.co/EiXAjC8xuX";0;0;0;1;in;1716900407518302208;1724777874434167097;ManukGacor17;https://twitter.com/ManukGacor17/status/1724864857009434955
Wed Nov 15 18:52:15 +0000 2023;1724862898168811663;"@putraaudi21 @tirexgong23 maka dari itu kita sebagai pendukung amin harus bantu matahin stigma negatif ituu, gw salutt dengan caranya cak imin post video nonton konser coldplay seenganya udh nunjukin "ini lohh aman aman ajaa ini lohh gada promosi lgbt macem macem"";0;1;0;0;in;1680536770352660480;1724835658542489997;sayangcilaa;https://twitter.com/sayangcilaa/status/1724862898168811663
Wed Nov 15 18:48:36 +0000 2023;1724861977582055432;"@PartaiSocmed Sumbu pendek lgsg kaitin urusan coldplay ke AMIN n pndukungnya..pdhl jelas itu tertulis cak imin : kalau saya presiden,saya bikin konser coldplay gratis..kan dia cawapres bukan capres aplg presiden..heedeeuuuhh kalian";0;0;0;0;in;1091248052529057798;1724665738676580747;wahyudi94692196;https://twitter.com/wahyudi94692196/status/1724861977582055432
Wed Nov 15 18:47:16 +0000 2023;1724861640615874938;"@sayangcilaa @tirexgong23 Demo apa? Jgn disamaratain jg nder, seolah yg demo itu pendukung AMIN, sy dukung pak AB dan Cak imin tp sy ga mau "cinta buta" kritik apa yg memang hrs dikritisi toh  sy apresiasi bgt koq visi misi paslon no.1.";0;1;0;1;in;1500448874175295494;1724835658542489997;putraaudi21;https://twitter.com/putraaudi21/status/1724861640615874938
Wed Nov 15 18:43:03 +0000 2023;1724860578970402953;"Chris martin c nya cak imin";0;0;0;0;in;1172464708722384898;1724860578970402953;noeladv;https://twitter.com/noeladv/status/1724860578970402953
Wed Nov 15 18:27:39 +0000 2023;1724856703513149727;"Satu putaran berjiwa pemimpin #AMIN Nomor Satu Juara Satu #Anis Muhaimin 2024 @cakimin Now @DPP_PKB";0;0;0;0;in;1578243173570445312;1724856703513149727;sakarudding16;https://twitter.com/sakarudding16/status/1724856703513149727
Wed Nov 15 18:18:51 +0000 2023;1724854490795561003;"@cakimiNOW asikk besok lanjut liat ageng music live peterongan jombang cak imin";0;0;0;0;in;408420098;1724835658542489997;adiristantoi;https://twitter.com/adiristantoi/status/1724854490795561003
Wed Nov 15 18:17:46 +0000 2023;1724854218815869292;"@lckmnrv sumpah ya, gue tuh tiap ngeliat cawapres cak imin familiar bgt kayak mirip siapaa.. ternyata mirip km kak😭";0;1;0;1;in;560306847;1724852954375852193;arunikacharvi;https://twitter.com/arunikacharvi/status/1724854218815869292
Wed Nov 15 18:13:14 +0000 2023;1724853078015549823;"Keseruan Cak Imin Nonton Konser Coldplay di GBK  #RahmaniaAstrini #PersatuanNasional https://t.co/tmfJenHN6Y";0;1;2;3;in;1287081099613491202;1724853078015549823;tajukmedia_;https://twitter.com/tajukmedia_/status/1724853078015549823
Wed Nov 15 18:05:59 +0000 2023;1724851253321339301;"@cakimiNOW Sebenarnya ga perlu dipermasalahkan, karena Coldplay sendiri juga dukung Palestina sejak 2011, sebaiknya pendukung AMIN jangan bikin blunder buat Cak Imin";0;9;2;51;in;2743342396;1724835658542489997;RomiKusumaBakti;https://twitter.com/RomiKusumaBakti/status/1724851253321339301
Wed Nov 15 18:03:05 +0000 2023;1724850524053446753;"Sebenarnya ga perlu dipermasalahkan, karena Coldplay sendiri juga dukung Palestina sejak 2011, sebaiknya pendukung AMIN jangan bikin blunder buat Cak Imin";0;0;0;0;in;2743342396;1724850524053446753;RomiKusumaBakti;https://twitter.com/RomiKusumaBakti/status/1724850524053446753
Wed Nov 15 17:58:42 +0000 2023;1724849419366064446;"@DPP_PKB @cakimiNOW @aniesbaswedan Pasangan cak Imin atau Imin nomor 1";0;0;0;0;in;931020810642382848;1724746192821850207;AbayArbaidi;https://twitter.com/AbayArbaidi/status/1724849419366064446
Wed Nov 15 17:44:57 +0000 2023;1724845958658412946;"@PartaiSocmed Cak Imin dan coldplay bukan malaikat. Sisi buruknya jangan didukung. Saya mendukung AMIN bukan berarti menganggap mereka manusia suci. Tapi karena saya anggap bahwa mereka lebih baik dari paslon yang lain. Atau sisi buruknya lebih ringan dari paslon yang lain.😃";0;0;0;2;in;806264800741208064;1724665738676580747;ZainulKarom;https://twitter.com/ZainulKarom/status/1724845958658412946
Wed Nov 15 17:40:40 +0000 2023;1724844880260984961;"@zicostian @rchbl @sociotalker Gak gitu, dengan logika yg sama, lo bernyali nggak bro bacain teks tertulis di hadapan Prabowo masalah Trisakti atau ke Ganjar masalah Rempang or ke Cak Imin masalah Gus Dur? atau ke pak camat lo dulu deh";0;1;0;3;in;1645178272660217858;1724647177979642176;asteriskrvvvvv;https://twitter.com/asteriskrvvvvv/status/1724844880260984961
Wed Nov 15 17:29:54 +0000 2023;1724842171348680967;"Hiya pendukung pasangan AMIN minta konser Cold Play dibatalkan eh cawapres mereka Cak Imin malah asyik nonton konser mereka https://t.co/93TJHqO6I6";0;0;2;5;in;1348928674318307332;1724842171348680967;FitriNatali1;https://twitter.com/FitriNatali1/status/1724842171348680967
Wed Nov 15 17:28:21 +0000 2023;1724841782108958740;"@Simanjunta9Nico @adityawilly @syaikhu_ahmad @san_jateng @hipohan Bagi sy pribadi angka 8 dan angka 1 itu isyarat langit : 1. Cak Imin ketum PKB/NU, mengbil no antri 8, No 8 itu adalah no partai PKS 2. Pk Anis ambil no urut 1, no 1 itu adalah no partai PKB Dalam kontes relijius no 8 dan no 1 adalah bersatunya 2 ormas besar NU &amp  Muhammadiyah💪";0;0;0;0;in;1615051215943106560;1724827033673547885;arifinms0811;https://twitter.com/arifinms0811/status/1724841782108958740
Wed Nov 15 17:27:57 +0000 2023;1724841683337253166;"@kompascom Nyindir.cak imin kah ?";0;0;0;0;in;884930274823356416;1724742936515289094;yyyyooooyypo;https://twitter.com/yyyyooooyypo/status/1724841683337253166
Wed Nov 15 17:22:15 +0000 2023;1724840246284828889;"@tawazunikhlas Dah liat cak imin nonto lom wkwkwk";0;1;0;0;in;1414247707;1724831057823010876;fkhrddnhnf;https://twitter.com/fkhrddnhnf/status/1724840246284828889
Wed Nov 15 17:20:54 +0000 2023;1724839907233825243;"Poling hari ini pak Anies dan cak Imin menang satu putaran Sampe terAMIN AMIN gaiss ❤️😍😘 https://t.co/L5q3ggRKRZ";0;0;3;26;in;1070798687327186945;1724839907233825243;Karinbahary2;https://twitter.com/Karinbahary2/status/1724839907233825243
Wed Nov 15 17:11:14 +0000 2023;1724837475561136388;"@voiceofpkb @aniesbaswedan @cakimiNOW Dari santri satukan negeri.   NKRI HARGA MATI  CAK IMIN SELALU DIHATI.   MENANG MENANG MENANG  AMIN.....";0;0;0;0;in;1599704276556660736;1724750512866894239;Ansorizaenudin;https://twitter.com/Ansorizaenudin/status/1724837475561136388
Wed Nov 15 17:02:17 +0000 2023;1724835222708240618;"@intifada_alaqsa @BosPurwa Tapi sulit sekali nemuin video cak imin pake bahasa inggris. Amien tetap nomer 1 pokoknya";0;1;0;0;in;1109140633157959680;1724569146854113457;Justkodok1;https://twitter.com/Justkodok1/status/1724835222708240618
Wed Nov 15 16:49:53 +0000 2023;1724832099562324022;"@DPP_PKB @aniesbaswedan @cakimiNOW Cak Imin wakil presiden yang setara";0;0;0;0;in;1600171403910578180;1724747590666006836;aliaidy10;https://twitter.com/aliaidy10/status/1724832099562324022
Wed Nov 15 16:48:09 +0000 2023;1724831663828635929;"@voiceofpkb @aniesbaswedan @cakimiNOW Pasangan Cak Imin Anis pasangan yg serasi pasti Cocok menjadi presiden dan wakil presiden Ri";0;0;0;0;in;1309350896245985280;1724752920225439788;syahriz15395200;https://twitter.com/syahriz15395200/status/1724831663828635929
Wed Nov 15 16:46:26 +0000 2023;1724831233547649403;"Anies Baswedan-Muhaimin Iskandar (Cak Imin) mendapat nomor urut 1, Prabowo Subianto-Gibran Rakabuming Raka mendapat nomor urut 2, Ganjar Pranowo-Mahfud Md mendapat nomor urut 3.  https://t.co/caj1TmO9ZK";0;0;1;1;in;1704351273993347072;1724831233547649403;wawainews;https://twitter.com/wawainews/status/1724831233547649403
Wed Nov 15 16:45:10 +0000 2023;1724830914482672128;"omg…. kecewa… katanya kamu anis cak imin @JEONJboba https://t.co/iJYfGNVwT7";0;1;1;1;in;745862503427620868;1724830914482672128;JENNIEboba;https://twitter.com/JENNIEboba/status/1724830914482672128
Wed Nov 15 16:44:14 +0000 2023;1724830678351745264;"@DPP_PKB @aniesbaswedan @cakimiNOW Pasangan Anis Cak Imin Hebat,pilih lah mereka,pasti akan banyak perubahan nantinya";0;0;0;0;in;1309350896245985280;1724743650847113625;syahriz15395200;https://twitter.com/syahriz15395200/status/1724830678351745264
Wed Nov 15 16:41:17 +0000 2023;1724829936014463422;"@gibran_tweet Makanya perbanyak membaca dan memahami kata dalam bahasa. Itu kalo cak imin jadi presiden. emang gini kalo cawapres karbitan";0;0;0;1;in;1690959664324964352;1661013212551331844;AmboyRoha31938;https://twitter.com/AmboyRoha31938/status/1724829936014463422
Wed Nov 15 16:36:57 +0000 2023;1724828846267277422;"@BosPurwa Pidato cak imin paling fresh";0;0;0;0;en;268153464;1724569146854113457;kenyoooo;https://twitter.com/kenyoooo/status/1724828846267277422
Wed Nov 15 16:34:57 +0000 2023;1724828342069960791;"@VIVAcoid Tetap Anis Baswedan dan cak Imin pilihanku 👍";0;0;0;0;in;2221314907;1724794658663153861;Fauzin15;https://twitter.com/Fauzin15/status/1724828342069960791
Wed Nov 15 16:34:08 +0000 2023;1724828138843283966;"@ruhutsitompul Tetap Anis Baswedan dan cak Imin pilihanku 👍";0;0;0;0;in;2221314907;1724795938361991532;Fauzin15;https://twitter.com/Fauzin15/status/1724828138843283966
Wed Nov 15 16:28:00 +0000 2023;1724826593603047557;"@RadioElshinta Tetap Anis Baswedan dan cak Imin pilihanku 👍";0;0;0;1;in;2221314907;1724424587448877374;Fauzin15;https://twitter.com/Fauzin15/status/1724826593603047557
