created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Wed Nov 15 12:40:17 +0000 2023;1724769288555536600;"Paslon Anies dan Cak Imin membuka premis visi misinya dengan narasi bahwa Indonesia belum mencapai satu kemakmuran, 🥳🥰🔥. #AMINIndonesia Nomor One https://t.co/x05OC61DJ0";0;0;0;0;in;1686060505792905216;1724769288555536600;sengyoucn;https://twitter.com/sengyoucn/status/1724769288555536600
Wed Nov 15 12:39:42 +0000 2023;1724769142623142170;"@voiceofpkb @aniesbaswedan @cakimiNOW AMIN...gassss cakimin";0;0;0;0;tr;1616957997087096835;1724750512866894239;BagusApriyono3;https://twitter.com/BagusApriyono3/status/1724769142623142170
Wed Nov 15 12:39:04 +0000 2023;1724768982857900190;"Dalam adanya Visi-misi Anies dan Cak Imin untuk Indonesia paling banyak menyebut kata adil ketimbang bakal pasangan capres-cawapres lainnya. #AMINIndonesia Nomor One https://t.co/s4TW5TB5hk";0;0;0;0;in;1686060505792905216;1724768982857900190;sengyoucn;https://twitter.com/sengyoucn/status/1724768982857900190
Wed Nov 15 12:38:59 +0000 2023;1724768959461986456;"@nahdiyinbersatu @aniesbaswedan @cakimiNOW @KPU_ID Mantap Cak Imin 👍";0;0;1;3;in;1631996930;1724751210408972389;riagantino;https://twitter.com/riagantino/status/1724768959461986456
Wed Nov 15 12:38:18 +0000 2023;1724768790444146697;"Dokumen visi misi Anies dan Cak Imin setebal 143 halaman menyematkan kata adil sebanyak 232 kali, hal itu dikarenakan mereka ingin Indonesia yang berkeadilan 🫰🫰🤗🤗🤗. #AMINIndonesia Nomor One";0;0;0;0;in;1686060505792905216;1724768790444146697;sengyoucn;https://twitter.com/sengyoucn/status/1724768790444146697
Wed Nov 15 12:37:48 +0000 2023;1724768663314801053;"@hipohan Liat dari pakaiannya ada 4 kubu: 1.  Kubu HMI+PMII (Anies, Mahfud, Cak Imin) 2. Kubu Prabowo (Prabowo) 3. Kubu Jokowi (Gibran) 4. Kubu Megawati (Ganjar)";0;0;0;0;in;59916283;1724672356923383952;Kang_eNeS;https://twitter.com/Kang_eNeS/status/1724768663314801053
Wed Nov 15 12:36:02 +0000 2023;1724768219851051038;"Di saat itu lah kemudian Prabowo mengenang sosok Cak Imin yang merupakan mantan rekan di koalisinya pada Pilpres 2024 itu. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto";0;1;0;0;in;1614845150173462528;1724767471666975063;KyaraHumanerror;https://twitter.com/KyaraHumanerror/status/1724768219851051038
Wed Nov 15 12:36:01 +0000 2023;1724768213169508409;"Prabowo mengatakan, hal tersebut sesuai dengan apa yang dikatakan cawapres Koalisi Perubahan untuk Persatuan (KPP) Muhaimin Iskandar (Cak Imin) yang sudah lebih dulu memberikan pidatonya. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto";0;1;0;0;in;1614845150173462528;1724767471666975063;KyaraHumanerror;https://twitter.com/KyaraHumanerror/status/1724768213169508409
Wed Nov 15 12:34:34 +0000 2023;1724767848126714021;"Cak Imin sampai hari ini gak bisa jadi presiden. Kan posisinya masih sama kayak Gibran : cawapres. Mosok mau nuntut gratisan sekarang???";0;0;0;1;in;1131410981131653120;1724767848126714021;dp_koesmirah;https://twitter.com/dp_koesmirah/status/1724767848126714021
Wed Nov 15 12:33:19 +0000 2023;1724767532614389842;"@DPP_PKB @cakimiNOW @aniesbaswedan Setuju Cak Imin 👍";0;0;0;0;in;1652950977992097792;1724746192821850207;Billy43690016;https://twitter.com/Billy43690016/status/1724767532614389842
Wed Nov 15 12:33:09 +0000 2023;1724767492516790371;"Nggak Anies, nggak Cak Imin, keduanya sama 🤣🤣  #pilpres #ganjar";0;0;0;0;in;962001338174382082;1724767492516790371;ndakadjawal;https://twitter.com/ndakadjawal/status/1724767492516790371
Wed Nov 15 12:32:56 +0000 2023;1724767435964973082;"@DPP_PKB @aniesbaswedan @cakimiNOW Cak Imin pemimpin visioner";0;0;0;0;in;1688196974179418112;1724747590666006836;bbkur1981;https://twitter.com/bbkur1981/status/1724767435964973082
Wed Nov 15 12:31:55 +0000 2023;1724767180380840186;"Bangkit,solid,menang  #AMINNomor1Juara1 #AniesMuhaimin2024  Satu Putaran, Berjiwa Pemimpin  @cakimiN @DPP_PKB https://t.co/xkYMjGW2mK";0;0;0;1;in;1710850823251742720;1724767180380840186;AyaviMeila91982;https://twitter.com/AyaviMeila91982/status/1724767180380840186
Wed Nov 15 12:31:54 +0000 2023;1724767177562378574;"#aminnomor1juara1 Satu Putaran, Berjiwa Pemimpin @cakimin https://t.co/kwoiOiCEQF";0;0;0;0;in;1599751687635279876;1724767177562378574;AriWibo98149031;https://twitter.com/AriWibo98149031/status/1724767177562378574
Wed Nov 15 12:31:29 +0000 2023;1724767072595722460;"@nahdiyinbersatu @aniesbaswedan @cakimiNOW @KPU_ID Yes Cak Imin";0;0;0;0;en;1588118767887785984;1724751210408972389;KariHafidz;https://twitter.com/KariHafidz/status/1724767072595722460
Wed Nov 15 12:31:15 +0000 2023;1724767013057569180;"🤩 cak imin";0;0;0;0;tr;406069158;1724767013057569180;putusputuss;https://twitter.com/putusputuss/status/1724767013057569180
Wed Nov 15 12:30:01 +0000 2023;1724766705883426908;"@DeniSyahputra45 @hasyimmah Mas Deni, ini konteksnya soal pidato malam itu saja sih. Anggap aja lomba pidato, malam itu juaranya Cak Imin.";0;0;0;1;in;1603897340217020416;1724714705644839047;Ngimingamu;https://twitter.com/Ngimingamu/status/1724766705883426908
Wed Nov 15 12:29:57 +0000 2023;1724766686027694153;"@DPP_PKB @cakimiNOW @aniesbaswedan Mari kita BerSATU dukung Cak imin";0;0;0;0;in;920921610042818560;1724746192821850207;BudiSet24694900;https://twitter.com/BudiSet24694900/status/1724766686027694153
Wed Nov 15 12:29:18 +0000 2023;1724766522068050336;"@DPP_PKB @aniesbaswedan @cakimiNOW Semoga Pasangan Anis Cak Imin akan memberikan Perubahan bagi masyarakat Indonesia dan tercapai segala harapan kami,karena 2 tokoh Anis Cak Imin sudah berpengalaman dalam bidang apapun.Sukses semoga bersama mu,Amin.";0;0;0;0;in;1610606167956533256;1724747590666006836;widorokendar;https://twitter.com/widorokendar/status/1724766522068050336
Wed Nov 15 12:29:02 +0000 2023;1724766457668796757;"@adarwis pak prab sama cak imin 😁😁";0;0;0;0;in;1162914776101425155;1723589676437852305;hastinimarufah_;https://twitter.com/hastinimarufah_/status/1724766457668796757
Wed Nov 15 12:28:55 +0000 2023;1724766428811972797;"@DPP_PKB @aniesbaswedan @cakimiNOW #cakimin_cerdas #AminSatuPutaran";0;0;0;0;qme;1599743838591258624;1724747590666006836;Abdulha44470136;https://twitter.com/Abdulha44470136/status/1724766428811972797
Wed Nov 15 12:27:36 +0000 2023;1724766093951336466;"@DPP_PKB @aniesbaswedan @cakimiNOW Cak Imin...calon Wakil Presiden 2024";0;0;0;0;en;1373136783886540809;1724747590666006836;arifahriza3;https://twitter.com/arifahriza3/status/1724766093951336466
Wed Nov 15 12:26:39 +0000 2023;1724765857027666415;"@DeniSyahputra45 @hasyimmah Saya juga Ganjaris tapi setuju dgn bang @hasyimmah  pidato pak Ganjar terlalu baper memang, sementara Cak Imin terdengar lebih rileks.  Pidato Prabowo gak kemana-mana.";0;0;0;3;in;1603897340217020416;1724714705644839047;Ngimingamu;https://twitter.com/Ngimingamu/status/1724765857027666415
Wed Nov 15 12:26:34 +0000 2023;1724765834613314006;"@DPP_PKB @cakimiNOW @aniesbaswedan Mantab cak imin";0;0;0;0;in;1684153863455268864;1724746192821850207;Ratih_p_sari;https://twitter.com/Ratih_p_sari/status/1724765834613314006
Wed Nov 15 12:26:27 +0000 2023;1724765805148356937;"@nahdiyinbersatu @aniesbaswedan @cakimiNOW @KPU_ID Cak Imin cawapres terbaik untuk perubahan Indonesia yang lebih baik dari sebelumnya";0;0;0;1;in;1669417776824602624;1724751210408972389;AndreyAndr74438;https://twitter.com/AndreyAndr74438/status/1724765805148356937
Wed Nov 15 12:26:23 +0000 2023;1724765789327421795;"@DPP_PKB @aniesbaswedan @cakimiNOW Cak Imin calon wapres yg berkelas dunia";0;0;0;0;in;1359814517153140739;1724747590666006836;SudarnoyoI;https://twitter.com/SudarnoyoI/status/1724765789327421795
Wed Nov 15 12:25:22 +0000 2023;1724765534275989592;"@idextratime Anies Muhaimin no 1 sudah ada pertanda baik dan menang Cakimin wapres";0;0;0;0;in;1628230670400245762;1724424771624956321;ZPaisar;https://twitter.com/ZPaisar/status/1724765534275989592
Wed Nov 15 12:25:18 +0000 2023;1724765516424950026;"@DPP_PKB @cakimiNOW @aniesbaswedan Cak imin memang keren";0;0;0;0;in;1617533839886422018;1724746192821850207;Sitifat54745759;https://twitter.com/Sitifat54745759/status/1724765516424950026
Wed Nov 15 12:25:09 +0000 2023;1724765481310265513;"@abdullah_yanto @AmaluddinSSili1 Siapa yg tidak puna kemampuan untuk curang? Cak imin berpengalaman merebut partainya gusdur. Anies berpengalaman bersama jokowi, lalu siapa...? Ganjar?😂😂";0;1;0;0;in;1602675952768544768;1724704705501360324;BH4RAT4_JA;https://twitter.com/BH4RAT4_JA/status/1724765481310265513
Wed Nov 15 12:25:03 +0000 2023;1724765453523001417;"@DPP_PKB @cakimiNOW @aniesbaswedan Sepakat,,, mantap cak imin atas pesannya";0;0;0;0;in;1481510135684284416;1724746192821850207;SamsulR53138707;https://twitter.com/SamsulR53138707/status/1724765453523001417
Wed Nov 15 12:24:01 +0000 2023;1724765194063376886;"@DPP_PKB @aniesbaswedan @cakimiNOW Cak Imin cawapres terbaik untuk perubahan Indonesia";0;0;0;1;in;1669417776824602624;1724749135579119994;AndreyAndr74438;https://twitter.com/AndreyAndr74438/status/1724765194063376886
Wed Nov 15 12:23:52 +0000 2023;1724765155605754262;"#NewProfilePic https://t.co/oJOO2lyL76";0;0;0;2;qme;1586588992489033729;1724765155605754262;CakImin_Bulian;https://twitter.com/CakImin_Bulian/status/1724765155605754262
Wed Nov 15 12:22:49 +0000 2023;1724764893197554064;"Anies Baswedan-Muhaimin Iskandar (Cak Imin) mendapat nomor urut 1, Prabowo Subianto-Gibran Rakabuming Raka mendapat nomor urut 2, dan Ganjar Pranowo-Mahfud Md mendapat nomor urut 3. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto";0;1;0;0;in;1641801433799589889;1724764882539577668;ikanur194;https://twitter.com/ikanur194/status/1724764893197554064
Wed Nov 15 12:22:13 +0000 2023;1724764741502202323;"@DPP_PKB @cakimiNOW @aniesbaswedan Anis dan cak imin memimpin indonesia akan lebih baim";0;0;0;0;in;1600370686048227333;1724746192821850207;JauharKonofo;https://twitter.com/JauharKonofo/status/1724764741502202323
Wed Nov 15 12:22:12 +0000 2023;1724764735525224615;"@DPP_PKB @aniesbaswedan @cakimiNOW Cak Imin Wapres yang siap dalam segala kondisi. Ditopang dengan pengalaman dan pengetahuan.  #AMINNomor1Juara1  #AniesMuhaimin2024";0;0;0;0;in;71105324;1724747590666006836;sufriadi;https://twitter.com/sufriadi/status/1724764735525224615
Wed Nov 15 12:21:55 +0000 2023;1724764664926814533;"@DPP_PKB @aniesbaswedan @cakimiNOW Cak Imin Adalah dukungan rakyat Indonesia";0;0;0;1;in;1669417776824602624;1724743650847113625;AndreyAndr74438;https://twitter.com/AndreyAndr74438/status/1724764664926814533
Wed Nov 15 12:21:40 +0000 2023;1724764603211800898;"@DPP_PKB @cakimiNOW @aniesbaswedan Mantap Cak Imin Nomor 1 juara 1 #AMINNomor1Juara1 #AniesMuhaimin2024";0;0;0;0;in;1686889254620987395;1724746192821850207;ThafaMasmus;https://twitter.com/ThafaMasmus/status/1724764603211800898
Wed Nov 15 12:21:21 +0000 2023;1724764521464775082;"@DPP_PKB @aniesbaswedan @cakimiNOW Mas anies baswedan tidak salah memilih wakil sekaliber cak imin maju terus AMIN";0;0;0;0;in;1599747746855997440;1724747590666006836;ParmanSidi;https://twitter.com/ParmanSidi/status/1724764521464775082
Wed Nov 15 12:20:33 +0000 2023;1724764321715200499;"@DPP_PKB @aniesbaswedan @cakimiNOW Luar biasa Cak Imin";0;0;0;0;in;1590347892048285698;1724747590666006836;Usmanisma1974;https://twitter.com/Usmanisma1974/status/1724764321715200499
Wed Nov 15 12:18:20 +0000 2023;1724763765147857381;"@DPP_PKB @cakimiNOW @aniesbaswedan Sukseskan pemili bersama  cak Imin";0;0;0;0;in;1557213165024202752;1724746192821850207;Vivi24997991;https://twitter.com/Vivi24997991/status/1724763765147857381
Wed Nov 15 12:17:55 +0000 2023;1724763658633568293;"@Yurissa_Samosir @AdeDhani9 @aking_adit @NohCeukenohhh @Kang_Toniee @choymarkochoy @MuhiqR @mustafaagus007 @chaidar_2000 @Putri96960977 Ketulusan Anies Baswedan dan keriangan Cak Imin menghadapi kontestasi menjalar kepada para relawan.";0;0;3;10;in;1487986684155539456;1724598700197253194;HermanWSutisna1;https://twitter.com/HermanWSutisna1/status/1724763658633568293
Wed Nov 15 12:17:46 +0000 2023;1724763622277345725;"Wajah pucat SUARA bergetar Baru menghadapi Mbak Rossi loh...🤭 Agenda Debat Capres Dan Cawapres rencana akan diselenggarakan 5 Kali . JD pengen buru2 nonton, tremor ga tuh menghadapi Prof Mahfud Dan Cakimin . Jam terbang kurang emang byk minusnya sich🤭 . Salam 🤟🤟🤟 #GAMA https://t.co/Y3mRSLrLuH";3;10;24;69;in;1166673683051532288;1724763622277345725;BahasaHati6;https://twitter.com/BahasaHati6/status/1724763622277345725
Wed Nov 15 12:17:23 +0000 2023;1724763522708725960;"Setelah penentuan nomor urut, masing2 pasangan Capres/Cawapres diberi kesempatan utk pidato. Cak Imin @cakimiNOW mewakili pasangam AMIN dg santai menyampaikan bbrp harapan terhadap pelaksanaan Pilpres. Dan apa yg disampaikan Cak Amin di Aminkan oleh pasangan nomor 2 ..AMIN .";0;0;0;1;in;127187222;1724763522708725960;jonnichaniago;https://twitter.com/jonnichaniago/status/1724763522708725960
Wed Nov 15 12:17:16 +0000 2023;1724763493319241810;"@DS_yantie @ganjarpranowo Amiin...udh pasti anies cak imin 😄";0;1;0;0;in;907042412232454144;1724440130365067374;RizqMuhammad3;https://twitter.com/RizqMuhammad3/status/1724763493319241810
Wed Nov 15 12:16:57 +0000 2023;1724763416521531836;"@bachrum_achmadi Saya melihatnya Pa Anies memberikan kesempatan sambutan kpd Cak Imin adalah memancing Cawapres lain terutama no urut 2 untuk memberikan sambutan, ternyata jangankan Cawapresnya, Capresnya saja terlihat tegang dan kaku.";0;0;0;1;in;1581602113976950785;1724760875226345541;dedifrozenfood;https://twitter.com/dedifrozenfood/status/1724763416521531836
Wed Nov 15 12:15:17 +0000 2023;1724762998286524570;"@RizqMuhammad3 @ganjarpranowo Ada yg lucu?  Amiin, bukan Anies, cak Imin.";0;2;0;0;in;1374686160748830724;1724440130365067374;DS_yantie;https://twitter.com/DS_yantie/status/1724762998286524570
Wed Nov 15 12:14:48 +0000 2023;1724762876307722366;"@DPP_PKB @aniesbaswedan @cakimiNOW Anis dan Cak Imin,,pasangan Ideal untuk memanjukan Indonesia bila menjadi Presiden dan wakil presiden👍👍";0;0;0;1;in;1683104149884530689;1724747590666006836;arie_febri33356;https://twitter.com/arie_febri33356/status/1724762876307722366
Wed Nov 15 12:13:47 +0000 2023;1724762618500719020;"@DPP_PKB @aniesbaswedan @cakimiNOW Wah itu pasti, cak imin....tak diragukan lagi";0;0;0;0;in;1599749680065581056;1724747590666006836;somesute2000;https://twitter.com/somesute2000/status/1724762618500719020
Wed Nov 15 12:13:24 +0000 2023;1724762524254626093;"@voiceofpkb @aniesbaswedan @cakimiNOW NO 1 Anies Cak Imin";0;0;0;0;en;1588567530750083072;1724752920225439788;Samsono35407701;https://twitter.com/Samsono35407701/status/1724762524254626093
Wed Nov 15 12:13:11 +0000 2023;1724762466457182298;"awas ada matahari kembar klu jadi...palagi cak Imin spesialis telikung 😂";0;0;0;0;in;1343923077315350528;1724762466457182298;humaira979;https://twitter.com/humaira979/status/1724762466457182298
Wed Nov 15 12:12:43 +0000 2023;1724762349356380475;"@DPP_PKB @aniesbaswedan @cakimiNOW Wakil presiden Cak Imin yang punya kaliber setara";0;0;0;0;in;1363424614261481474;1724747590666006836;KombihSulaiman;https://twitter.com/KombihSulaiman/status/1724762349356380475
Wed Nov 15 12:12:27 +0000 2023;1724762282713121200;"@DPP_PKB @aniesbaswedan @cakimiNOW CAK IMIN Calon Wakil Presiden punya Kaliber yang Setara dgn Anies🤝🏻  #AMINNomor1Juara1 #AniesMuhaimin2024";0;0;0;0;in;1621123082420371459;1724747590666006836;AnakmudaBer1;https://twitter.com/AnakmudaBer1/status/1724762282713121200
Wed Nov 15 12:10:49 +0000 2023;1724761874200408065;"@DPP_PKB @cakimiNOW @aniesbaswedan Pesan cawapres Cak Imin Pemain curang diteriaki Wasit curang dilaporkan";0;0;0;0;in;1363424614261481474;1724746192821850207;KombihSulaiman;https://twitter.com/KombihSulaiman/status/1724761874200408065
Wed Nov 15 12:10:40 +0000 2023;1724761835931611574;"@DPP_PKB @aniesbaswedan @cakimiNOW Luar biasa Cak Imin";0;0;0;0;in;816992965713199105;1724747590666006836;wisbasiwis;https://twitter.com/wisbasiwis/status/1724761835931611574
Wed Nov 15 12:09:40 +0000 2023;1724761583149310010;"@gunasatwam @jawafess saat ini yang masih bersih dari isu HAM cuman Anies dan Cak Imin, suka nggak suka dua2nya pentolan omek terbesar Se Indonesia yaitu PMII dan HMI.";0;1;0;0;in;1042798787494764555;1724564906253652479;mugiwarasnokuwi;https://twitter.com/mugiwarasnokuwi/status/1724761583149310010
Wed Nov 15 12:08:50 +0000 2023;1724761371642822729;"@DPP_PKB @aniesbaswedan @cakimiNOW Tidak diragukan lagi kemampuannya cak imin, mantap";0;0;0;0;in;1182539475311722496;1724747590666006836;kaharuddinsayye;https://twitter.com/kaharuddinsayye/status/1724761371642822729
Wed Nov 15 12:06:51 +0000 2023;1724760875226345541;"Saat pengundian no urut capres-cawapres, pidato sambutan Cak Imin terlht enjoy, berisi &amp  riang gembira. Beda dgn yg lain terlht kaku.  Ini mungkin krn perjuangan AMIN sblm resmi mendaftar ke KPU sngt berat, penuh rintangan, skrg rintangan &amp  hambatan itu telah sirna! 😎😎😎 https://t.co/O4q9RcgR7S";1;9;70;261;in;105085302;1724760875226345541;bachrum_achmadi;https://twitter.com/bachrum_achmadi/status/1724760875226345541
Wed Nov 15 12:06:02 +0000 2023;1724760670229647866;"No.1 memang paling yg terdepan. ☝️👍  Pidato Cak Imin Paling Bagus di antara Ketiga Pidato Capres-Cawapres di KPU https://t.co/bSiKxKnw2V";0;0;0;0;in;1443251004405792768;1724760670229647866;RidwanH34759549;https://twitter.com/RidwanH34759549/status/1724760670229647866
Wed Nov 15 12:03:36 +0000 2023;1724760054921109566;"@AlmaghribiS Pidato aja nyontek hasil dri cak Imin kok di puja puji,,emang mata lu buta ya semalam,,?🤣🤣";0;0;0;0;in;1636242306801205248;1724570533944283538;GusUphy;https://twitter.com/GusUphy/status/1724760054921109566
Wed Nov 15 12:03:24 +0000 2023;1724760003742171184;"@BosPurwa Awalnya agak kecewa kenapa musti Cak Imin tapi makin kesini teryata memang pilihan terbaik saat ini. AM1N saling melengkapi dan saling mengisi karena AM1⃣N itu 1⃣";0;0;3;12;in;245685436;1724722502520459614;adjiematrix;https://twitter.com/adjiematrix/status/1724760003742171184
Wed Nov 15 12:00:00 +0000 2023;1724759150817869916;"@ainunnajib @BosPurwa @cakimiNOW Baru ngerasain kerennya cak Imin pas ngomong disini. Boleh juga ternyata";0;0;0;2;in;563473188;1724569146854113457;ptrmhndr_;https://twitter.com/ptrmhndr_/status/1724759150817869916
Wed Nov 15 11:59:17 +0000 2023;1724758971087745208;"@WongAlasRoban @MIrvanDarwin1 Para Ulama Menolak.  Cak Imin malah Niat Gratisin .   Tak Bahaya Tah  🤦‍♂️🤦‍♂️ https://t.co/LdcSlSzppq";0;2;0;0;in;1031514793000099846;1724735487322259771;BarBaro5_;https://twitter.com/BarBaro5_/status/1724758971087745208
Wed Nov 15 11:55:51 +0000 2023;1724758105559580696;"Cak Imin Berjiwa Pemimpin dan Pipres menjadi Satu Putaran.  #AMINNomor1Juara1 #AniesMuhaimin2024  @cakimiNOW  @DPP_PKB  @zainul_munas  @hasanroviqi  @Murtodo68 https://t.co/g8WikIPStB";0;0;0;0;in;1716242367689478144;1724758105559580696;SitoekS76587;https://twitter.com/SitoekS76587/status/1724758105559580696
Wed Nov 15 11:54:34 +0000 2023;1724757781054710019;"@JanissaryD_Last terllu serius ngeliat lawan jadinya gk paham bahasa cak imin  🤣";0;2;0;1;in;1384215292197302288;1724756634369741184;dharmasyahlevi1;https://twitter.com/dharmasyahlevi1/status/1724757781054710019
Wed Nov 15 11:53:00 +0000 2023;1724757390300725378;"Kalau Anies Baswedan dan Cak Imin jadi Presiden, kesejahteraan sama perekonomian masyarakat Indonesia jadi meningkat deh,ga ada yang harus d ragukan lagi deh 🥰🫰🔥 #AMINIndonesia Nomor One https://t.co/7Hrfvv821M";0;0;0;0;in;1686060505792905216;1724757390300725378;sengyoucn;https://twitter.com/sengyoucn/status/1724757390300725378
Wed Nov 15 11:52:14 +0000 2023;1724757193772367963;"@tvOneNews Iki tipiwan ra diseneni ro mbah abu po yo? Beritane kok cak imin terus 😳😳";0;0;0;0;in;496677557;1724442644946837899;tebakanjowo;https://twitter.com/tebakanjowo/status/1724757193772367963
Wed Nov 15 11:51:53 +0000 2023;1724757108703576574;"Guysssss 🔥 Ternyata kalo Anies dan Cak Imin dulunya sekampus! Hmmm.. kalau gitu Pasti sejalan deh pemikirannya dalam membangun Indonesia. #AMINIndonesia Nomor One";0;0;0;0;in;1686060505792905216;1724757108703576574;sengyoucn;https://twitter.com/sengyoucn/status/1724757108703576574
Wed Nov 15 11:50:53 +0000 2023;1724756855036219568;"@abu_waras Gak sabar mw liat debat capres cawapres.., ini anak bisa habis di rosting sama cak imin dan mahmud md.., habis koe lur...";0;0;0;1;in;1651375445265514496;1724580701738336521;IwanPmana87;https://twitter.com/IwanPmana87/status/1724756855036219568
Wed Nov 15 11:49:38 +0000 2023;1724756542581522595;"Prabowo Kembali Berjoget Usai Berpidato dan Tos-Tosan Dengan Cak Imin di Hadapan Supporternya https://t.co/b1CzvViYIu";0;0;0;0;in;1667089665554513921;1724756542581522595;Tribun_Ternate;https://twitter.com/Tribun_Ternate/status/1724756542581522595
Wed Nov 15 11:48:11 +0000 2023;1724756177622556846;"Persoalan Cak Imin dukung Coldplay,  Itu berita bulan Mei ya. Cak Imin lagi penjajakan untuk jadi wakilnya Prabowo.   Wajar lah kayak gitu. Kan dia berada dilingkarkan koalisi Prabowo  Tapi sekarang, Cak Imin kan udah sepakat denga perubahan. Jadi InsyaaAllah dia udah berbah";5;5;3;26;in;1336862676983562240;1724756177622556846;GaTypoLagi;https://twitter.com/GaTypoLagi/status/1724756177622556846
Wed Nov 15 11:47:42 +0000 2023;1724756055912263971;"Ibaratkan Pemilu Pertandingan Sepak Bola, Cak Imin: Ingatkan Wasit Jangan Jadi Pemain https://t.co/R70eqLufB9 https://t.co/x5Fy1CMfVX";0;0;0;0;in;1667089665554513921;1724756055912263971;Tribun_Ternate;https://twitter.com/Tribun_Ternate/status/1724756055912263971
Wed Nov 15 11:46:35 +0000 2023;1724755773501403532;"@opposite6892 Cak Imin juru kuncinya...🙋‍♂️🙋‍♂️";0;1;0;0;in;1456979745401282571;1724686086373511321;Aristach_miv;https://twitter.com/Aristach_miv/status/1724755773501403532
Wed Nov 15 11:44:51 +0000 2023;1724755336303976896;"@PartaiSocmed Narasi kampanyenya emang bener" ini cak Imin, hadeuh 1. BBM gratis  2. Pastikan konflik Palestina selesai  3. Konser Coldplay gratis 4. Anggaran desa naik berkalilipat Makin yakin ga milih 01";0;6;0;4;in;1060718625680572416;1724665738676580747;YouBir_;https://twitter.com/YouBir_/status/1724755336303976896
Wed Nov 15 11:44:38 +0000 2023;1724755283610644578;"@Dennysiregar7 Waspadai Genk FPI HTI yg masih ditidurkan yg tempo hari didatangi Anies dan cak Imin @cakimiNOW";0;0;0;0;in;1513877373896298506;1724641283862561156;YoshY83919872;https://twitter.com/YoshY83919872/status/1724755283610644578
Wed Nov 15 11:28:53 +0000 2023;1724751320119496769;"@hasyimmah Prabowo belum move on sama Cak Imin 😂😂";0;0;0;0;in;1685141914780340224;1724714705644839047;daws75951;https://twitter.com/daws75951/status/1724751320119496769
Wed Nov 15 11:28:14 +0000 2023;1724751153714675833;"@MIrvanDarwin1 @gibran_tweet @AfifRajo @AlfarouqSadriw @WongAlasRoban @Mayapada0812 @Bagindo_Radjo @syafniir @fz_riady @melanofita93705 @DyahGulzar Itu ketika cak Imin sdg berkoalisi dgn Prabowo. Ibarat kata, cak Imin terbawa pengaruh buruk dar Prabowo 😁😁. Skrng cak Imin sdh kembali ke aslinya, karena pengaruh baik Anies dan pendukungnya. Orang baik berkumpul dgn orang baik...😁😁";0;3;0;4;in;1710581142733352960;1724732730813067579;sadriwalfarouq;https://twitter.com/sadriwalfarouq/status/1724751153714675833
Wed Nov 15 11:27:29 +0000 2023;1724750967600771086;"Cak Imin nek nggombal ga nanggung²...😂🤣😂";0;0;0;0;in;236832608;1724750967600771086;soepeno321;https://twitter.com/soepeno321/status/1724750967600771086
Wed Nov 15 11:25:26 +0000 2023;1724750450036297934;"@BosPurwa Awalnya sy tidak begitu kenal mas @cakimiNOW , hny tau nama  &amp  jabatannya sj di DPR RI, setelah dipinang oleh mas @aniesbaswedan, sy mulai ingin tahu ttg sosok Cak Imin, dgn nonton podcast2 yg mengundang beliau, ternyata beliau ini humoris, pintar &amp  punya pemikiran yg besar ,👍";0;0;4;74;in;538047533;1724722502520459614;hendra_st_mudo;https://twitter.com/hendra_st_mudo/status/1724750450036297934
Wed Nov 15 11:24:23 +0000 2023;1724750186696835152;"@Yurissa_Samosir @AdeDhani9 @aking_adit @Kang_Toniee @NohCeukenohhh @choymarkochoy @mustafaagus007 @chaidar_2000 @Putri96960977 @Harywaraz Pak Anies memberikan kesempatan kepada cak Imin untuk menyampaikan sambutan, Krn pak Anies ingin menunjukkan kemampuan cak Imin kpd publik, shg publik tau kapasitas wakilnya bkn kaleng' jg menunjukkan kesetaraan diantara mereka.";0;1;0;0;in;1636391691719692290;1724270098616394106;Ja37002Jawawi;https://twitter.com/Ja37002Jawawi/status/1724750186696835152
Wed Nov 15 11:23:19 +0000 2023;1724749917233836338;"@SantorinisSun Beliau Takut di ketawain cak imin, sebab niat cerai dgn anis agar ttep bisa cawapres,  malah dapatnya jdi beby sister anak lurah. 🤣🤣🤣";0;0;0;1;in;1503896277561401347;1724640388655550519;Luqmanul2188;https://twitter.com/Luqmanul2188/status/1724749917233836338
Wed Nov 15 11:23:04 +0000 2023;1724749854541484145;"@Nasehat_Muslim_ @mulihjuniar @BangPino__ @aniesbaswedan @cakimiNOW Hahaha iya yak waktu itu di kabarkan Prabowo sama Cak imin yak, ternyata malah menjadi AMIN dan Alhamdulillah kalo gitu menjadi sebuah berkah";0;1;0;1;in;1201084087093452801;1724593912516682023;dudekk141;https://twitter.com/dudekk141/status/1724749854541484145
Wed Nov 15 11:22:27 +0000 2023;1724749699406811355;"Saat Prabowo Komentari Cak Imin: Kawan Lama Dilupa Jangan https://t.co/PgAcJqu9XU #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto";0;1;0;0;in;1614845150173462528;1724749699406811355;KyaraHumanerror;https://twitter.com/KyaraHumanerror/status/1724749699406811355
